Fecha,Tienda,SKU,Producto,Categoría,Precio (€),Coste_unitario (€),Margen_unitario (€),Unidades_vendidas,Tipo_cliente,Canal_venta,Método_pago,Campaña,Temporada,Stock_inicial,Stock_final,Reposición_necesaria,Región
2024-01-25,Tokio Ginza,GG-BO118,Star Bag,Bolsos,765.47,324.02,441.45,2,Regular,Físico,Tarjeta,Navidad Exclusiva,Primavera,21,19,False,Asia
2024-10-23,GoldenGoose.com,GG-AC684,Gorra Logo,Accesorios,1077.07,501.03,576.04,2,VIP,Online,Online,Edición Limitada,Otoño,22,20,False,Global
2024-11-15,París Marais,GG-CH385,Leather Biker,Chaquetas,1778.45,739.57,1038.88,2,VIP,Físico,Tarjeta,Navidad Exclusiva,Verano,24,22,False,Europa
2024-08-29,Tokio Ginza,GG-SN896,Ball Star,Sneakers,1607.93,952.23,655.7,0,Turista,Físico,Online,Colaboración GGxArt,Verano,27,27,False,Asia
2024-09-27,Milán Centro,GG-CH662,Leather Biker,Chaquetas,765.54,360.32,405.22,0,Turista,Físico,Tarjeta,,Verano,18,18,False,Europa
2024-03-14,Milán Centro,GG-SN665,Ball Star,Sneakers,1936.19,1025.84,910.35,0,Regular,Físico,Online,Navidad Exclusiva,Verano,26,26,False,Europa
2024-05-15,París Marais,GG-BO848,Tote GG,Bolsos,846.46,411.93,434.53,1,Regular,Físico,Tarjeta,Colección Primavera,Otoño,14,13,False,Europa
2024-09-28,Madrid Serrano,GG-BO266,Tote GG,Bolsos,834.2,397.39,436.81,1,Regular,Físico,Tarjeta,Colección Primavera,Verano,25,24,False,Europa
2024-08-23,París Marais,GG-SN615,Stardan,Sneakers,1045.6,618.17,427.43,1,Regular,Físico,Online,Colección Primavera,Invierno,14,13,False,Europa
2024-11-20,GoldenGoose.com,GG-AC305,Bufanda Lux,Accesorios,1725.15,1038.56,686.59,2,VIP,Online,Tarjeta,Colección Primavera,Verano,28,26,False,Global
2024-10-07,Milán Centro,GG-AC957,Cinturón Star,Accesorios,1409.48,740.61,668.87,3,Regular,Físico,Online,,Otoño,19,16,False,Europa
2024-03-26,Madrid Serrano,GG-BO411,Tote GG,Bolsos,1255.64,691.18,564.46,1,Regular,Físico,Online,Navidad Exclusiva,Verano,13,12,False,Europa
2024-07-20,Tokio Ginza,GG-CH688,Bomber Star,Chaquetas,961.39,597.41,363.98,0,VIP,Físico,Tarjeta,Colaboración GGxArt,Primavera,27,27,False,Asia
2024-07-11,Tokio Ginza,GG-SN707,Running Sole,Sneakers,1659.97,962.04,697.93,5,Turista,Físico,Online,Colección Primavera,Verano,14,9,True,Asia
2024-04-11,Milán Centro,GG-SN797,Ball Star,Sneakers,946.0,489.04,456.96,1,Turista,Físico,Online,Edición Limitada,Primavera,24,23,False,Europa
2024-05-05,París Marais,GG-CH466,Leather Biker,Chaquetas,986.65,467.57,519.08,1,VIP,Físico,Tarjeta,,Otoño,26,25,False,Europa
2024-10-21,Madrid Serrano,GG-CH365,Denim Glow,Chaquetas,538.56,283.57,254.99,1,Regular,Físico,Tarjeta,Colaboración GGxArt,Otoño,14,13,False,Europa
2024-06-13,Madrid Serrano,GG-AC764,Bufanda Lux,Accesorios,1531.9,794.69,737.21,1,Regular,Físico,Tarjeta,Edición Limitada,Verano,24,23,False,Europa
2024-08-12,Tokio Ginza,GG-CH498,Bomber Star,Chaquetas,698.29,412.27,286.02,1,VIP,Físico,Online,Colaboración GGxArt,Primavera,25,24,False,Asia
2024-09-03,NY Soho,GG-SN509,Stardan,Sneakers,1077.3,578.32,498.98,3,VIP,Físico,Online,,Primavera,24,21,False,EE.UU.
2024-03-11,Madrid Serrano,GG-BO779,Tote GG,Bolsos,1351.05,686.8,664.25,1,VIP,Físico,Tarjeta,Edición Limitada,Primavera,7,6,True,Europa
2024-03-21,Madrid Serrano,GG-CH153,Denim Glow,Chaquetas,455.69,192.51,263.18,0,Regular,Físico,Tarjeta,Colección Primavera,Primavera,24,24,False,Europa
2024-05-06,GoldenGoose.com,GG-AC770,Cinturón Star,Accesorios,1000.9,630.73,370.17,0,Regular,Online,Tarjeta,Colaboración GGxArt,Invierno,9,9,True,Global
2024-05-08,Tokio Ginza,GG-SN541,Stardan,Sneakers,911.14,502.37,408.77,2,VIP,Físico,Online,,Primavera,30,28,False,Asia
2024-03-11,Madrid Serrano,GG-SN120,Super-Star,Sneakers,1816.48,1029.42,787.06,1,VIP,Físico,Online,,Verano,6,5,True,Europa
2024-12-23,Milán Centro,GG-AC489,Bufanda Lux,Accesorios,865.93,385.41,480.52,2,Regular,Físico,Tarjeta,Colección Primavera,Otoño,24,22,False,Europa
2024-11-26,París Marais,GG-AC164,Cinturón Star,Accesorios,1078.86,649.36,429.5,0,VIP,Físico,Tarjeta,Edición Limitada,Verano,12,12,False,Europa
2024-06-22,Madrid Serrano,GG-SN237,Stardan,Sneakers,1620.18,1025.65,594.53,0,VIP,Físico,Tarjeta,Edición Limitada,Primavera,13,13,False,Europa
2024-06-02,Milán Centro,GG-BO188,Mini Clutch,Bolsos,702.36,427.85,274.51,0,Regular,Físico,Online,,Invierno,16,16,False,Europa
2024-08-16,GoldenGoose.com,GG-SN401,Ball Star,Sneakers,1093.01,523.92,569.09,0,Regular,Online,Online,Colaboración GGxArt,Invierno,24,24,False,Global
2024-08-13,Milán Centro,GG-CH847,Leather Biker,Chaquetas,1688.26,899.87,788.39,0,VIP,Físico,Tarjeta,Colaboración GGxArt,Verano,7,7,True,Europa
2024-05-21,Milán Centro,GG-SN282,Stardan,Sneakers,1823.02,918.11,904.91,2,Regular,Físico,Online,Edición Limitada,Primavera,10,8,True,Europa
2024-02-26,NY Soho,GG-CH549,Denim Glow,Chaquetas,1575.14,807.45,767.69,1,Regular,Físico,Online,Colección Primavera,Otoño,10,9,True,EE.UU.
2024-03-28,Madrid Serrano,GG-AC761,Cinturón Star,Accesorios,1123.42,564.54,558.88,1,VIP,Físico,Tarjeta,Colaboración GGxArt,Invierno,25,24,False,Europa
2024-07-08,Tokio Ginza,GG-CH408,Denim Glow,Chaquetas,1090.49,678.64,411.85,2,VIP,Físico,Tarjeta,Navidad Exclusiva,Otoño,32,30,False,Asia
2024-09-13,GoldenGoose.com,GG-CH437,Denim Glow,Chaquetas,493.05,275.54,217.51,4,Turista,Online,Online,,Primavera,9,5,True,Global
2024-05-17,Milán Centro,GG-SN995,Super-Star,Sneakers,716.95,429.77,287.18,0,Regular,Físico,Online,Edición Limitada,Primavera,25,25,False,Europa
2024-07-29,NY Soho,GG-CH248,Denim Glow,Chaquetas,717.4,451.19,266.21,2,Regular,Físico,Tarjeta,Edición Limitada,Otoño,20,18,False,EE.UU.
2024-04-12,Madrid Serrano,GG-CH647,Denim Glow,Chaquetas,713.26,331.5,381.76,1,VIP,Físico,Online,Colaboración GGxArt,Primavera,9,8,True,Europa
2024-06-10,Milán Centro,GG-CH250,Leather Biker,Chaquetas,1505.21,975.63,529.58,2,Regular,Físico,Online,,Verano,10,8,True,Europa
2024-11-16,GoldenGoose.com,GG-CH905,Bomber Star,Chaquetas,1578.53,737.46,841.07,2,Regular,Online,Tarjeta,Edición Limitada,Verano,17,15,False,Global
2024-10-30,Madrid Serrano,GG-CH441,Leather Biker,Chaquetas,1541.43,694.28,847.15,1,Regular,Físico,Online,Edición Limitada,Invierno,25,24,False,Europa
2024-04-20,París Marais,GG-SN284,Stardan,Sneakers,618.84,345.86,272.98,2,Regular,Físico,Tarjeta,Colección Primavera,Invierno,32,30,False,Europa
2024-02-26,Milán Centro,GG-SN729,Stardan,Sneakers,890.54,520.42,370.12,0,Regular,Físico,Online,Colección Primavera,Invierno,28,28,False,Europa
2024-06-24,París Marais,GG-CH632,Denim Glow,Chaquetas,1429.94,799.86,630.08,0,Turista,Físico,Tarjeta,Colaboración GGxArt,Invierno,18,18,False,Europa
2024-04-11,Tokio Ginza,GG-SN328,Super-Star,Sneakers,1550.62,931.16,619.46,0,Regular,Físico,Online,Colaboración GGxArt,Primavera,26,26,False,Asia
2024-11-18,París Marais,GG-AC631,Cinturón Star,Accesorios,1557.45,939.91,617.54,3,Regular,Físico,Tarjeta,Colaboración GGxArt,Primavera,29,26,False,Europa
2024-02-09,París Marais,GG-CH200,Bomber Star,Chaquetas,746.26,415.07,331.19,1,Regular,Físico,Online,Navidad Exclusiva,Primavera,7,6,True,Europa
2024-09-07,Tokio Ginza,GG-AC512,Bufanda Lux,Accesorios,573.25,340.88,232.37,1,VIP,Físico,Tarjeta,Colaboración GGxArt,Invierno,16,15,False,Asia
2024-11-02,Tokio Ginza,GG-SN260,Ball Star,Sneakers,1491.72,623.17,868.55,3,VIP,Físico,Tarjeta,Colección Primavera,Otoño,10,7,True,Asia
2024-12-18,Tokio Ginza,GG-CH107,Bomber Star,Chaquetas,1322.62,680.7,641.92,2,Regular,Físico,Online,Navidad Exclusiva,Verano,9,7,True,Asia
2024-01-23,París Marais,GG-SN966,Super-Star,Sneakers,1348.65,746.82,601.83,2,Turista,Físico,Tarjeta,Colección Primavera,Verano,26,24,False,Europa
2024-07-01,NY Soho,GG-BO690,Mini Clutch,Bolsos,1676.82,1051.47,625.35,1,Regular,Físico,Online,Colaboración GGxArt,Invierno,30,29,False,EE.UU.
2024-06-06,NY Soho,GG-AC393,Bufanda Lux,Accesorios,579.08,273.61,305.47,2,Regular,Físico,Online,Navidad Exclusiva,Verano,23,21,False,EE.UU.
2024-08-09,París Marais,GG-SN873,Ball Star,Sneakers,1204.04,547.39,656.65,0,VIP,Físico,Online,Colección Primavera,Verano,13,13,False,Europa
2024-09-07,Madrid Serrano,GG-SN248,Ball Star,Sneakers,469.79,281.1,188.69,2,Regular,Físico,Tarjeta,,Verano,11,9,True,Europa
2024-05-14,Madrid Serrano,GG-BO618,Star Bag,Bolsos,1109.88,530.91,578.97,7,Regular,Físico,Online,Edición Limitada,Invierno,37,30,False,Europa
2024-06-07,París Marais,GG-BO714,Mini Clutch,Bolsos,1490.02,617.64,872.38,0,Regular,Físico,Tarjeta,,Otoño,25,25,False,Europa
2024-03-09,NY Soho,GG-BO720,Mini Clutch,Bolsos,508.95,238.72,270.23,1,VIP,Físico,Online,,Verano,7,6,True,EE.UU.
2024-04-16,GoldenGoose.com,GG-AC276,Bufanda Lux,Accesorios,1213.8,716.4,497.4,1,Regular,Online,Tarjeta,Navidad Exclusiva,Invierno,17,16,False,Global
2024-01-24,Tokio Ginza,GG-SN934,Stardan,Sneakers,1859.03,753.74,1105.29,3,Regular,Físico,Online,Edición Limitada,Otoño,9,6,True,Asia
2024-09-05,Tokio Ginza,GG-CH397,Denim Glow,Chaquetas,484.89,294.75,190.14,2,Regular,Físico,Tarjeta,Colección Primavera,Verano,7,5,True,Asia
2024-07-10,NY Soho,GG-BO894,Mini Clutch,Bolsos,961.71,404.28,557.43,2,VIP,Físico,Tarjeta,Colección Primavera,Verano,8,6,True,EE.UU.
2024-06-16,Milán Centro,GG-SN774,Ball Star,Sneakers,1277.9,760.53,517.37,2,Regular,Físico,Tarjeta,Colaboración GGxArt,Otoño,30,28,False,Europa
2024-07-06,Milán Centro,GG-BO992,Star Bag,Bolsos,1884.22,1083.26,800.96,1,Regular,Físico,Online,Colaboración GGxArt,Invierno,11,10,False,Europa
2024-09-02,Tokio Ginza,GG-BO391,Tote GG,Bolsos,1102.39,491.43,610.96,1,Regular,Físico,Online,Navidad Exclusiva,Verano,20,19,False,Asia
2024-09-19,Milán Centro,GG-AC223,Bufanda Lux,Accesorios,1955.8,859.0,1096.8,3,Regular,Físico,Tarjeta,Colaboración GGxArt,Otoño,16,13,False,Europa
2024-03-10,GoldenGoose.com,GG-BO213,Star Bag,Bolsos,1753.79,888.13,865.66,2,VIP,Online,Online,Colección Primavera,Verano,18,16,False,Global
2024-03-12,NY Soho,GG-CH725,Leather Biker,Chaquetas,526.24,221.15,305.09,4,Regular,Físico,Online,,Invierno,11,7,True,EE.UU.
2024-03-03,GoldenGoose.com,GG-BO518,Mini Clutch,Bolsos,1148.6,459.77,688.83,1,VIP,Online,Tarjeta,,Invierno,19,18,False,Global
2024-01-26,Milán Centro,GG-AC391,Bufanda Lux,Accesorios,842.37,398.29,444.08,1,Regular,Físico,Tarjeta,,Otoño,27,26,False,Europa
2024-04-01,Milán Centro,GG-BO737,Tote GG,Bolsos,1540.77,978.78,561.99,2,VIP,Físico,Online,Colaboración GGxArt,Otoño,17,15,False,Europa
2024-02-17,Madrid Serrano,GG-BO366,Tote GG,Bolsos,1287.42,704.44,582.98,3,Regular,Físico,Online,Edición Limitada,Invierno,8,5,True,Europa
2024-11-09,Madrid Serrano,GG-AC625,Cinturón Star,Accesorios,1448.79,888.74,560.05,1,Regular,Físico,Online,,Otoño,19,18,False,Europa
2024-06-17,París Marais,GG-SN833,Running Sole,Sneakers,692.18,311.96,380.22,3,Regular,Físico,Tarjeta,Navidad Exclusiva,Primavera,14,11,False,Europa
2024-05-01,Milán Centro,GG-CH897,Bomber Star,Chaquetas,989.07,641.51,347.56,0,Regular,Físico,Tarjeta,Colaboración GGxArt,Otoño,20,20,False,Europa
2024-02-09,Madrid Serrano,GG-SN649,Super-Star,Sneakers,822.19,382.56,439.63,2,Regular,Físico,Online,Edición Limitada,Otoño,12,10,False,Europa
2024-06-10,Milán Centro,GG-CH731,Leather Biker,Chaquetas,1101.99,697.61,404.38,0,Regular,Físico,Online,,Invierno,6,6,True,Europa
2024-05-26,NY Soho,GG-BO509,Mini Clutch,Bolsos,904.72,557.92,346.8,2,VIP,Físico,Online,Navidad Exclusiva,Otoño,25,23,False,EE.UU.
2024-01-28,París Marais,GG-AC320,Cinturón Star,Accesorios,704.51,289.7,414.81,5,VIP,Físico,Tarjeta,Colaboración GGxArt,Verano,20,15,False,Europa
2024-09-25,Tokio Ginza,GG-AC599,Cinturón Star,Accesorios,1038.81,574.35,464.46,3,VIP,Físico,Tarjeta,Navidad Exclusiva,Verano,17,14,False,Asia
2024-02-17,Madrid Serrano,GG-BO129,Tote GG,Bolsos,710.06,346.28,363.78,2,Regular,Físico,Tarjeta,Edición Limitada,Otoño,31,29,False,Europa
2024-01-24,París Marais,GG-SN185,Stardan,Sneakers,1976.29,1146.04,830.25,1,VIP,Físico,Tarjeta,Navidad Exclusiva,Invierno,14,13,False,Europa
2024-10-11,NY Soho,GG-BO747,Tote GG,Bolsos,956.19,613.27,342.92,1,Regular,Físico,Online,Colección Primavera,Invierno,10,9,True,EE.UU.
2024-02-28,GoldenGoose.com,GG-AC376,Cinturón Star,Accesorios,1087.5,484.12,603.38,2,Regular,Online,Tarjeta,,Verano,30,28,False,Global
2024-04-14,París Marais,GG-SN199,Running Sole,Sneakers,1008.17,604.28,403.89,0,Regular,Físico,Online,Edición Limitada,Verano,15,15,False,Europa
2024-10-04,Madrid Serrano,GG-BO363,Star Bag,Bolsos,1605.25,878.79,726.46,1,Regular,Físico,Online,Colaboración GGxArt,Primavera,21,20,False,Europa
2024-01-08,París Marais,GG-AC986,Cinturón Star,Accesorios,1224.19,696.35,527.84,3,Turista,Físico,Online,Colección Primavera,Otoño,18,15,False,Europa
2024-09-30,Milán Centro,GG-CH570,Denim Glow,Chaquetas,1629.68,711.04,918.64,5,VIP,Físico,Tarjeta,Edición Limitada,Otoño,19,14,False,Europa
2024-06-14,Milán Centro,GG-CH666,Bomber Star,Chaquetas,1196.13,513.26,682.87,0,VIP,Físico,Tarjeta,,Verano,26,26,False,Europa
2024-02-18,Tokio Ginza,GG-CH402,Denim Glow,Chaquetas,1961.57,851.72,1109.85,2,Regular,Físico,Online,Colección Primavera,Primavera,25,23,False,Asia
2024-09-30,Tokio Ginza,GG-SN258,Super-Star,Sneakers,1238.28,672.28,566.0,3,VIP,Físico,Online,Colección Primavera,Verano,21,18,False,Asia
2024-02-22,Milán Centro,GG-SN163,Ball Star,Sneakers,1975.69,1028.62,947.07,0,Regular,Físico,Tarjeta,Edición Limitada,Invierno,11,11,False,Europa
2024-10-28,Madrid Serrano,GG-CH905,Denim Glow,Chaquetas,1005.98,455.62,550.36,4,VIP,Físico,Tarjeta,Colección Primavera,Invierno,20,16,False,Europa
2024-11-27,NY Soho,GG-CH186,Leather Biker,Chaquetas,1772.96,1009.6,763.36,0,Regular,Físico,Tarjeta,Colección Primavera,Primavera,27,27,False,EE.UU.
2024-06-09,GoldenGoose.com,GG-BO484,Star Bag,Bolsos,1310.55,689.11,621.44,2,Regular,Online,Tarjeta,,Otoño,9,7,True,Global
2024-04-27,NY Soho,GG-SN844,Super-Star,Sneakers,541.14,274.76,266.38,0,Regular,Físico,Tarjeta,Colaboración GGxArt,Verano,17,17,False,EE.UU.
2024-11-17,Milán Centro,GG-BO409,Mini Clutch,Bolsos,920.54,442.11,478.43,3,Regular,Físico,Online,Edición Limitada,Otoño,33,30,False,Europa
2024-05-14,Milán Centro,GG-AC719,Bufanda Lux,Accesorios,1061.82,640.14,421.68,2,VIP,Físico,Online,Colección Primavera,Otoño,28,26,False,Europa
2024-06-16,París Marais,GG-AC516,Cinturón Star,Accesorios,551.19,261.23,289.96,1,Regular,Físico,Online,Navidad Exclusiva,Invierno,9,8,True,Europa
2024-10-03,GoldenGoose.com,GG-SN724,Stardan,Sneakers,1147.29,691.7,455.59,4,Regular,Online,Online,Navidad Exclusiva,Otoño,25,21,False,Global
2024-06-27,NY Soho,GG-CH541,Denim Glow,Chaquetas,549.1,256.36,292.74,3,VIP,Físico,Online,Edición Limitada,Primavera,21,18,False,EE.UU.
2024-05-04,Tokio Ginza,GG-CH400,Leather Biker,Chaquetas,1874.16,1156.55,717.61,0,VIP,Físico,Online,,Otoño,24,24,False,Asia
2024-11-22,Tokio Ginza,GG-CH525,Denim Glow,Chaquetas,985.47,466.93,518.54,1,VIP,Físico,Online,,Verano,9,8,True,Asia
2024-12-07,Madrid Serrano,GG-BO177,Tote GG,Bolsos,1968.14,971.04,997.1,1,Turista,Físico,Online,Navidad Exclusiva,Primavera,7,6,True,Europa
2024-01-24,NY Soho,GG-BO492,Tote GG,Bolsos,991.35,643.0,348.35,2,VIP,Físico,Online,,Primavera,14,12,False,EE.UU.
2024-09-18,NY Soho,GG-AC850,Cinturón Star,Accesorios,1517.57,937.5,580.07,3,VIP,Físico,Tarjeta,Edición Limitada,Otoño,19,16,False,EE.UU.
2024-02-28,Tokio Ginza,GG-CH374,Bomber Star,Chaquetas,593.51,241.63,351.88,2,Regular,Físico,Online,Edición Limitada,Otoño,10,8,True,Asia
2024-08-13,GoldenGoose.com,GG-AC904,Cinturón Star,Accesorios,1758.36,881.66,876.7,0,Regular,Online,Tarjeta,Colección Primavera,Otoño,19,19,False,Global
2024-09-15,Madrid Serrano,GG-CH845,Denim Glow,Chaquetas,1507.33,850.54,656.79,0,VIP,Físico,Online,Edición Limitada,Verano,29,29,False,Europa
2024-07-17,GoldenGoose.com,GG-CH515,Bomber Star,Chaquetas,1267.07,742.34,524.73,0,VIP,Online,Online,,Invierno,10,10,False,Global
2024-08-04,Milán Centro,GG-SN409,Ball Star,Sneakers,1145.5,678.06,467.44,1,Regular,Físico,Tarjeta,Navidad Exclusiva,Primavera,28,27,False,Europa
2024-12-12,GoldenGoose.com,GG-BO764,Mini Clutch,Bolsos,1737.19,816.45,920.74,2,Turista,Online,Online,,Invierno,27,25,False,Global
2024-03-10,NY Soho,GG-AC921,Cinturón Star,Accesorios,687.29,417.57,269.72,1,VIP,Físico,Tarjeta,Edición Limitada,Primavera,7,6,True,EE.UU.
2024-05-03,Tokio Ginza,GG-CH365,Denim Glow,Chaquetas,1115.21,471.78,643.43,2,VIP,Físico,Online,Colaboración GGxArt,Primavera,13,11,False,Asia
2024-05-12,Milán Centro,GG-BO153,Tote GG,Bolsos,955.32,384.17,571.15,1,Regular,Físico,Tarjeta,Navidad Exclusiva,Primavera,14,13,False,Europa
2024-02-22,Tokio Ginza,GG-BO583,Star Bag,Bolsos,1311.07,542.54,768.53,4,Regular,Físico,Tarjeta,Edición Limitada,Invierno,22,18,False,Asia
2024-07-20,GoldenGoose.com,GG-BO615,Star Bag,Bolsos,1499.58,639.98,859.6,0,Regular,Online,Tarjeta,Edición Limitada,Otoño,29,29,False,Global
2024-03-16,Milán Centro,GG-BO973,Star Bag,Bolsos,1702.14,754.51,947.63,1,Regular,Físico,Tarjeta,Colaboración GGxArt,Invierno,17,16,False,Europa
2024-03-16,Milán Centro,GG-AC682,Gorra Logo,Accesorios,1880.06,988.48,891.58,0,VIP,Físico,Tarjeta,Colaboración GGxArt,Invierno,29,29,False,Europa
2024-08-18,Milán Centro,GG-BO621,Star Bag,Bolsos,1760.49,747.21,1013.28,1,Regular,Físico,Online,,Invierno,26,25,False,Europa
2024-06-07,París Marais,GG-AC492,Gorra Logo,Accesorios,1535.45,655.02,880.43,3,Regular,Físico,Tarjeta,Navidad Exclusiva,Verano,16,13,False,Europa
2024-12-12,París Marais,GG-CH214,Bomber Star,Chaquetas,809.3,462.16,347.14,4,VIP,Físico,Online,,Primavera,12,8,True,Europa
2024-09-28,Madrid Serrano,GG-AC969,Gorra Logo,Accesorios,1705.62,795.34,910.28,2,Regular,Físico,Tarjeta,Colección Primavera,Verano,28,26,False,Europa
2024-01-14,Madrid Serrano,GG-AC414,Gorra Logo,Accesorios,1859.78,828.31,1031.47,2,Regular,Físico,Tarjeta,,Verano,18,16,False,Europa
2024-03-07,Milán Centro,GG-BO591,Mini Clutch,Bolsos,948.12,397.83,550.29,2,Turista,Físico,Online,Colaboración GGxArt,Invierno,31,29,False,Europa
2024-06-22,Milán Centro,GG-AC143,Gorra Logo,Accesorios,1944.92,1177.93,766.99,2,Regular,Físico,Online,Navidad Exclusiva,Otoño,15,13,False,Europa
2024-09-14,París Marais,GG-SN488,Ball Star,Sneakers,1281.71,764.32,517.39,3,Regular,Físico,Tarjeta,Colaboración GGxArt,Invierno,28,25,False,Europa
2024-05-28,GoldenGoose.com,GG-CH454,Bomber Star,Chaquetas,792.04,415.8,376.24,1,Regular,Online,Online,,Invierno,29,28,False,Global
2024-02-09,Milán Centro,GG-BO785,Star Bag,Bolsos,1425.55,604.36,821.19,0,VIP,Físico,Online,Colaboración GGxArt,Otoño,23,23,False,Europa
2024-09-13,Tokio Ginza,GG-AC908,Cinturón Star,Accesorios,1024.54,617.76,406.78,0,VIP,Físico,Online,Navidad Exclusiva,Invierno,6,6,True,Asia
2024-06-27,GoldenGoose.com,GG-SN182,Stardan,Sneakers,638.04,310.44,327.6,0,VIP,Online,Online,Navidad Exclusiva,Verano,19,19,False,Global
2024-12-02,Madrid Serrano,GG-AC155,Cinturón Star,Accesorios,1906.06,875.88,1030.18,1,Regular,Físico,Online,Navidad Exclusiva,Invierno,10,9,True,Europa
2024-02-03,Madrid Serrano,GG-CH491,Leather Biker,Chaquetas,934.22,606.41,327.81,2,Regular,Físico,Tarjeta,,Primavera,29,27,False,Europa
2024-10-07,Madrid Serrano,GG-SN230,Running Sole,Sneakers,1994.8,1230.83,763.97,3,Regular,Físico,Online,Edición Limitada,Primavera,9,6,True,Europa
2024-09-07,París Marais,GG-BO199,Star Bag,Bolsos,763.6,353.51,410.09,1,Regular,Físico,Online,Colección Primavera,Primavera,11,10,False,Europa
2024-08-15,Tokio Ginza,GG-CH138,Leather Biker,Chaquetas,1756.12,967.24,788.88,0,Turista,Físico,Online,,Otoño,13,13,False,Asia
2024-01-01,París Marais,GG-CH380,Bomber Star,Chaquetas,1457.34,638.17,819.17,0,Regular,Físico,Tarjeta,Navidad Exclusiva,Invierno,22,22,False,Europa
2024-08-09,Tokio Ginza,GG-AC792,Gorra Logo,Accesorios,1943.54,896.37,1047.17,2,Turista,Físico,Tarjeta,Colaboración GGxArt,Primavera,11,9,True,Asia
2024-07-03,Tokio Ginza,GG-BO728,Star Bag,Bolsos,1655.41,953.11,702.3,0,VIP,Físico,Tarjeta,Colección Primavera,Otoño,28,28,False,Asia
2024-02-26,GoldenGoose.com,GG-AC235,Gorra Logo,Accesorios,508.4,228.53,279.87,2,VIP,Online,Online,Navidad Exclusiva,Verano,13,11,False,Global
2024-12-01,GoldenGoose.com,GG-SN427,Running Sole,Sneakers,548.86,336.89,211.97,1,VIP,Online,Online,Edición Limitada,Otoño,11,10,False,Global
2024-08-25,París Marais,GG-BO232,Tote GG,Bolsos,1286.87,786.67,500.2,1,Regular,Físico,Online,Colección Primavera,Otoño,27,26,False,Europa
2024-07-20,Madrid Serrano,GG-AC868,Bufanda Lux,Accesorios,738.37,306.24,432.13,1,VIP,Físico,Tarjeta,Colección Primavera,Primavera,14,13,False,Europa
2024-12-28,Madrid Serrano,GG-CH630,Denim Glow,Chaquetas,848.83,531.21,317.62,4,Regular,Físico,Online,Colección Primavera,Otoño,14,10,False,Europa
2024-07-06,Milán Centro,GG-CH168,Bomber Star,Chaquetas,1285.61,694.94,590.67,2,Turista,Físico,Online,Edición Limitada,Primavera,13,11,False,Europa
2024-12-26,NY Soho,GG-SN552,Running Sole,Sneakers,1370.53,723.64,646.89,3,Regular,Físico,Online,Edición Limitada,Otoño,9,6,True,EE.UU.
2024-07-24,París Marais,GG-AC116,Bufanda Lux,Accesorios,1180.52,757.19,423.33,2,Regular,Físico,Tarjeta,,Otoño,17,15,False,Europa
2024-12-14,GoldenGoose.com,GG-AC732,Gorra Logo,Accesorios,589.83,381.15,208.68,0,VIP,Online,Tarjeta,,Otoño,5,5,True,Global
2024-07-24,Milán Centro,GG-AC560,Bufanda Lux,Accesorios,1487.12,897.17,589.95,1,Regular,Físico,Online,Edición Limitada,Otoño,16,15,False,Europa
2024-05-26,Tokio Ginza,GG-BO410,Tote GG,Bolsos,1658.51,683.61,974.9,1,VIP,Físico,Tarjeta,Edición Limitada,Primavera,31,30,False,Asia
2024-10-16,NY Soho,GG-SN574,Super-Star,Sneakers,1620.98,976.12,644.86,1,Regular,Físico,Tarjeta,Navidad Exclusiva,Otoño,31,30,False,EE.UU.
2024-05-09,GoldenGoose.com,GG-CH434,Leather Biker,Chaquetas,973.54,559.83,413.71,0,VIP,Online,Online,Edición Limitada,Primavera,7,7,True,Global
2024-08-11,NY Soho,GG-BO129,Mini Clutch,Bolsos,964.22,386.23,577.99,3,VIP,Físico,Online,Navidad Exclusiva,Invierno,30,27,False,EE.UU.
2024-07-22,Madrid Serrano,GG-AC578,Gorra Logo,Accesorios,1248.25,801.96,446.29,1,Regular,Físico,Tarjeta,Colaboración GGxArt,Verano,15,14,False,Europa
2024-11-22,Milán Centro,GG-SN952,Stardan,Sneakers,1881.97,1014.55,867.42,0,Regular,Físico,Online,Edición Limitada,Invierno,9,9,True,Europa
2024-11-02,Milán Centro,GG-AC991,Cinturón Star,Accesorios,1812.65,775.02,1037.63,3,Regular,Físico,Online,Colección Primavera,Verano,17,14,False,Europa
